Condition_mM,Track,Modality,DynamicRangePct,OnsetTime_s
950,0003_2,Speed,97.60883455721107,34.57142857142857
950,0003_3,Speed,99.64825240828456,51.785714285714285
950,0003_4,Speed,98.99274172306154,28.21428571428571
950,0003_5,Speed,98.67257429632883,47.71428571428571
950,0003_6,Speed,97.81858091463816,26.07142857142857
950,0003_7,Speed,98.63040564335884,29.57142857142857
950,0003_8,Speed,98.78482550010709,5.357142857142857
950,0003_9,Speed,99.44648573758849,30.285714285714285
950,0003_10,Speed,99.02116337381024,11.357142857142856
950,0004_1,Speed,99.85885126879111,33.0
950,0004_2,Speed,99.56733835093448,26.428571428571427
950,0004_3,Speed,99.49175022217817,50.85714285714285
950,0004_4,Speed,99.57145926146218,40.85714285714285
950,0004_5,Speed,98.83723165426785,26.428571428571427
950,0004_6,Speed,99.33776867846507,12.5
950,0004_7,Speed,99.15395554680171,31.71428571428571
950,0004_8,Speed,99.68864482919565,36.71428571428572
950,0004_9,Speed,99.43365315665584,21.142857142857142
950,0004_10,Speed,99.71584806324186,25.428571428571427
1050,0001_1,Thrashing,100.0,46.14285714285714
1050,0001_10,Thrashing,100.0,31.142857142857142
1050,0001_2,Thrashing,50.0,10.857142857142856
1050,0001_3,Thrashing,100.0,30.85714285714285
1050,0001_4,Thrashing,100.0,56.71428571428571
1050,0001_5,Thrashing,100.0,83.92857142857143
1050,0001_6,Thrashing,100.0,16.0
1050,0001_7,Thrashing,100.0,42.57142857142857
1050,0001_8,Thrashing,100.0,49.57142857142857
1050,0001_9,Thrashing,100.0,33.14285714285714
1050,0002_1,Thrashing,100.0,19.71428571428571
1050,0002_2,Thrashing,100.0,56.85714285714285
1050,0002_3,Thrashing,100.0,0.0
1050,0002_4,Thrashing,100.0,26.07142857142857
1050,0002_5,Thrashing,100.0,118.71428571428572
1050,0002_6,Thrashing,45.45454545454546,6.428571428571428
1050,0002_7,Thrashing,100.0,0.6428571428571428
1050,0003_1,Thrashing,100.0,39.785714285714285
1050,0003_2,Thrashing,100.0,0.0
1050,0003_3,Thrashing,100.0,12.857142857142856
1050,0003_4,Thrashing,100.0,50.57142857142857
1050,0003_5,Thrashing,100.0,47.42857142857142
1050,0003_6,Thrashing,100.0,10.5
1050,0003_7,Thrashing,100.0,30.785714285714285
1050,0003_8,Thrashing,100.0,25.142857142857142
1050,0003_9,Thrashing,100.0,56.85714285714285
1050,0004_1,Thrashing,100.0,40.0
1050,0004_2,Thrashing,100.0,6.7142857142857135
1050,0004_3,Thrashing,100.0,20.285714285714285
1050,0004_4,Thrashing,100.0,39.42857142857142
1050,0004_5,Thrashing,100.0,52.285714285714285
1050,0004_6,Thrashing,100.0,16.0
1050,0004_7,Thrashing,100.0,31.285714285714285
1050,0004_8,Thrashing,100.0,51.57142857142857
150,0001_1,Thrashing,52.63157894736842,0.0
150,0001_2,Thrashing,80.0,4.0
150,0002_1,Thrashing,42.857142857142854,8.571428571428571
150,0002_2,Thrashing,42.30769230769231,0.0
150,0002_3,Thrashing,15.384615384615373,0.0
150,0004_1,Thrashing,53.84615384615385,67.07142857142857
150,0004_2,Thrashing,100.0,49.64285714285714
150,0005_1,Thrashing,16.666666666666657,6.785714285714286
150,0005_2,Thrashing,55.263157894736835,0.0
